板块,公司全称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,地      区,省    份,城     市,所属行业
主板,徐工集团工程机械股份有限公司,江苏省徐州市经济技术开发区驮蓝山路26号,425,徐工机械,1996/8/28,7833668430,6995037403,华东,江苏,徐州市,制造业
主板,内蒙古兴业矿业股份有限公司,内蒙古自治区赤峰市新城区八家组团玉龙大街路北、天义路西兴业集团办公楼,426,兴业矿业,1996/8/28,1837192219,1475274205,华北,内蒙古,赤峰市,采矿业
主板,华天酒店集团股份有限公司,湖南省长沙市芙蓉区解放东路300号,428,华天酒店,1996/8/8,1018926000,1018846950,华中,湖南,长沙市,住宿餐饮
主板,广东省高速公路发展股份有限公司,广东省广州市白云路85号,429,粤高速Ａ,1998/2/20,1742056126,1302902734,华南,广东,广州市,运输仓储
主板,张家界旅游集团股份有限公司,湖南省张家界市南庄坪1号花园,430,张家界,1996/8/29,404817686,331738800,华中,湖南,张家界市,公共环保
主板,山东晨鸣纸业集团股份有限公司,山东省寿光市圣城街595号,488,晨鸣纸业,2000/11/20,1749517684,1659241360,华东,山东,潍坊市,制造业
主板,山东高速路桥集团股份有限公司,山东省济南市历下区经十路14677号,498,山东路桥,1997/6/9,1556959203,1120137113,华东,山东,济南市,建筑业
主板,武汉武商集团股份有限公司,湖北省武汉市江汉区解放大道690号,501,鄂武商Ａ,1992/11/20,768992731,767792464,华中,湖北,武汉市,批发零售
主板,绿景控股股份有限公司,广东省广州市海珠区同福西路131-133号首层01房,502,绿景控股,1992/11/23,184819607,183347957,华南,广东,广州市,房地产
主板,国新健康保障服务集团股份有限公司,海南省海口市文华路18号君华海逸酒店703室,503,国新健康,1992/11/30,898822204,898822204,华南,海南,海口市,信息技术
主板,南华生物医药股份有限公司,湖南省长沙市天心区城南西路3号财信大厦13楼,504,ST生物,1992/12/8,311573901,310673201,华中,湖南,长沙市,科研服务
主板,海南京粮控股股份有限公司,海南省海口市滨海大道珠江广场帝豪大厦29层,505,京粮控股,1992/12/21,661975251,454638266,华南,海南,海口市,制造业
主板,中润资源投资股份有限公司,山东省济南市经十路13777号中润世纪广场17栋,506,中润资源,1993/3/12,929017761,928619211,华东,山东,济南市,采矿业
主板,珠海港股份有限公司,广东省珠海市南水镇榕湾路16号2001-2号办公,507,珠海港,1993/3/26,930424895,841203550,华南,广东,珠海市,运输仓储
主板,华塑控股股份有限公司,四川省南充市涪江路117号,509,*ST华塑,1993/5/7,825483117,825479873,西南,四川,南充市,制造业
主板,四川新金路集团股份有限公司,四川省德阳市泰山南路二段733号银鑫·五洲广场一期21栋22-23层,510,新金路,1993/5/7,609182254,549479157,西南,四川,德阳市,制造业
主板,丽珠医药集团股份有限公司,广东省珠海市金湾区创业北路38号总部大楼,513,丽珠集团,1993/10/28,624950354,604999918,华南,广东,珠海市,制造业
主板,重庆渝开发股份有限公司,重庆市渝中区中山三路128号投资大厦25层,514,渝 开 发,1993/7/12,843770965,843770965,西南,重庆,重庆市,房地产
主板,西安国际医学投资股份有限公司,陕西省西安市高新区团结南路16号保障楼5层,516,国际医学,1993/8/9,1971049302,1928934684,西北,陕西,西安市,卫生
主板,荣安地产股份有限公司,浙江省宁波市海曙区灵桥路513号(14-12),517,荣安地产,1993/8/6,3183922485,2473357316,华东,浙江,宁波市,房地产
主板,江苏四环生物股份有限公司,江苏省江阴市滨江开发区定山路十号,518,四环生物,1993/9/8,1029556222,1029554722,华东,江苏,无锡市,制造业
主板,中兵红箭股份有限公司,湖南省湘潭国家高新技术产业开发区德国工业园莱茵路1号,519,中兵红箭,1993/10/8,1392558982,1391492468,华中,湖南,湘潭市,制造业
主板,长航凤凰股份有限公司,湖北省武汉市民权路39号汇江大厦,520,长航凤凰,1993/10/25,1012083455,1012069105,华中,湖北,武汉市,运输仓储
主板,长虹美菱股份有限公司,安徽省合肥市经济技术开发区莲花路2163号,521,长虹美菱,1993/10/18,881733881,872528625,华东,安徽,合肥市,制造业
主板,广州市浪奇实业股份有限公司,广东省广州市天河区临江大道393号501室,523,广州浪奇,1993/11/8,627533125,626891476,华南,广东,广州市,制造业
主板,广州岭南集团控股股份有限公司,广东省广州市流花路120号,524,岭南控股,1993/11/18,670208597,670139867,华南,广东,广州市,住宿餐饮
主板,南京红太阳股份有限公司,江苏省南京市高淳区桠溪镇东风路8号,525,红 太 阳,1993/10/28,580772873,574514828,华东,江苏,南京市,制造业
主板,厦门紫光学大股份有限公司,福建省厦门市湖里区寨上长乐路1号,526,紫光学大,1993/11/1,96195107,96195107,华东,福建,厦门市,教育
主板,广西柳工机械股份有限公司,广西壮族自治区柳州市柳太路1号,528,柳    工,1993/11/18,1475921376,1462662579,华南,广西,柳州市,制造业
主板,广东广弘控股股份有限公司,广东省广州市天河区广州大道北520号,529,广弘控股,1993/11/18,583790330,569884377,华南,广东,广州市,制造业
主板,冰山冷热科技股份有限公司,辽宁省大连市经济技术开发区辽河东路106号,530,冰山冷热,1993/12/8,601712507,598653628,东北,辽宁,大连市,制造业
主板,广州恒运企业集团股份有限公司,广东省广州市萝岗区西基工业区西基路,531,穗恒运Ａ,1994/1/6,685082820,685082820,华南,广东,广州市,水电煤气
主板,珠海华金资本股份有限公司,广东省珠海市香洲区国家高新区前湾二路2号总部基地一期B栋5楼,532,华金资本,1994/1/3,344708340,343549746,华南,广东,珠海市,综合
主板,广东顺钠电气股份有限公司,广东省佛山市顺德区大良街道顺峰山工业区,533,顺钠股份,1994/1/3,690816000,684902400,华南,广东,佛山市,制造业
主板,万泽实业股份有限公司,广东省汕头市珠池路23号光明大厦B幢8楼,534,万泽股份,1994/1/10,491785096,491507596,华南,广东,汕头市,制造业
主板,华映科技（集团）股份有限公司,福建省福州市马尾区儒江西路6号,536,*ST华映,1993/11/26,2766032803,2763082516,华东,福建,福州市,制造业
主板,天津广宇发展股份有限公司,天津市经济技术开发区新城西路52号6号楼202-4单元,537,广宇发展,1993/12/10,1862520720,1731406933,华北,天津,天津市,房地产
主板,云南白药集团股份有限公司,云南省昆明市呈贡区云南白药街3686号,538,云南白药,1993/12/15,1277403317,602166957,西南,云南,昆明市,制造业
主板,广东电力发展股份有限公司,广东省广州市天河东路2号粤电广场南塔33-36楼,539,粤电力Ａ,1993/11/26,4451875986,2553905861,华南,广东,广州市,水电煤气
主板,中天金融集团股份有限公司,贵州省贵阳市观山湖区中天路3号,540,中天金融,1994/2/2,7005254679,6970674147,西南,贵州,贵阳市,房地产
主板,佛山电器照明股份有限公司,广东省佛山市禅城区汾江北路64号,541,佛山照明,1993/11/23,1077274404,1073038507,华南,广东,佛山市,制造业
主板,安徽省皖能股份有限公司,安徽省合肥市马鞍山路76号,543,皖能电力,1993/12/20,2266863331,1790395978,华东,安徽,合肥市,水电煤气
主板,中原环保股份有限公司,河南省郑州市中原区中原中路167号1号楼16层,544,中原环保,1993/12/8,974684488,974684488,华中,河南,郑州市,水电煤气
主板,金浦钛业股份有限公司,吉林省吉林市吉林经济技术开发区吉孤公路480号,545,金浦钛业,1993/12/15,986833096,959403096,东北,吉林,吉林市,制造业
主板,金圆环保股份有限公司,吉林省长春市净月开发区中信城枫丹白露一期3栋906室,546,金圆股份,1993/12/15,714644396,688468928,东北,吉林,长春市,公共环保
主板,航天工业发展股份有限公司,福建省福州市台江区五一南路67号,547,航天发展,1993/11/30,1605421646,1205405063,华东,福建,福州市,制造业
主板,湖南投资集团股份有限公司,湖南省长沙市天心区芙蓉中路508号之三君逸康年大酒店十二楼,548,湖南投资,1993/12/20,499215811,499188811,华中,湖南,长沙市,运输仓储
主板,江铃汽车股份有限公司,江西省南昌市迎宾北大道509号,550,江铃汽车,1993/12/1,519214000,518463160,华东,江西,南昌市,制造业
主板,创元科技股份有限公司,江苏省苏州市高新区鹿山路35号,551,创元科技,1994/1/6,400080405,400080405,华东,江苏,苏州市,综合
主板,甘肃靖远煤电股份有限公司,甘肃省白银市平川区大桥路1号,552,靖远煤电,1994/1/6,2286971050,2283712837,西北,甘肃,白银市,采矿业
主板,安道麦股份有限公司,湖北省荆州市北京东路93号,553,安道麦A,1993/12/3,2177071961,2177067461,华中,湖北,荆州市,制造业
主板,中国石化山东泰山石油股份有限公司,山东省泰安市东岳大街369号,554,泰山石油,1993/12/15,480793318,362649710,华东,山东,泰安市,批发零售
主板,神州数码信息服务股份有限公司,广东省深圳市南山区科发路8号金融服务技术创新基地2栋11B1单元,555,神州信息,1994/4/8,975611557,965269754,华南,广东,深圳市,信息技术
主板,宁夏西部创业实业股份有限公司,宁夏回族自治区银川市北京中路168号C座一楼,557,西部创业,1994/6/17,1458374735,1457916198,西北,宁夏,银川市,运输仓储
主板,莱茵达体育发展股份有限公司,浙江省杭州市西湖区文三路535号莱茵达大厦,558,莱茵体育,1994/5/9,1289223949,1288419854,华东,浙江,杭州市,房地产
主板,万向钱潮股份有限公司,浙江省杭州市萧山区万向路,559,万向钱潮,1994/1/10,3303791344,2753147124,华东,浙江,杭州市,制造业
主板,我爱我家控股集团股份有限公司,云南省昆明市东风西路1号,560,我爱我家,1994/2/2,2355500851,2140995837,西南,云南,昆明市,房地产
主板,陕西烽火电子股份有限公司,陕西省宝鸡市清姜路72号,561,烽火电子,1994/5/9,604692321,599176586,西北,陕西,宝鸡市,制造业
主板,陕西省国际信托股份有限公司,陕西省西安市高新区科技路50号金桥国际广场C座,563,陕国投Ａ,1994/1/10,3964012846,3964012846,西北,陕西,西安市,金融业
主板,供销大集集团股份有限公司,陕西省西安市解放路103号,564,供销大集,1994/1/10,5982004024,2005895931,西北,陕西,西安市,批发零售
主板,重庆三峡油漆股份有限公司,重庆市江津区德感工业园区,565,渝三峡Ａ,1994/4/8,433592220,433592220,西南,重庆,重庆市,制造业
主板,海南海药股份有限公司,海南省海口市秀英区南海大道192号,566,海南海药,1994/5/25,1335979264,1204004379,华南,海南,海口市,制造业
主板,海南海德资本管理股份有限公司,海南省海口市海德路5号,567,海德股份,1994/5/25,641138926,217869011,华南,海南,海口市,金融业
主板,泸州老窖股份有限公司,四川省泸州市国窖广场,568,泸州老窖,1994/5/9,1464752476,1464306555,西南,四川,泸州市,制造业
主板,常柴股份有限公司,江苏省常州市怀德中路123号,570,苏常柴Ａ,1994/7/1,411374326,411374326,华东,江苏,常州市,制造业
主板,新大洲控股股份有限公司,海南省海口市桂林洋经济开发区,571,*ST大洲,1994/5/25,814064000,806535195,华南,海南,海口市,综合
主板,海马汽车股份有限公司,海南省海口市金盘工业区金盘路12-8号,572,ST海马,1994/8/8,1644636426,1642155224,华南,海南,海口市,制造业
主板,东莞宏远工业区股份有限公司,广东省东莞市南城区宏远工业区,573,粤宏远Ａ,1994/8/15,638280604,632503003,华南,广东,东莞市,房地产
主板,广东甘化科工股份有限公司,广东省江门市甘化路62号,576,甘化科工,1994/9/7,442861324,427984418,华南,广东,江门市,制造业
主板,无锡威孚高科技集团股份有限公司,江苏省无锡国家高新技术产业开发区华山路5号,581,威孚高科,1998/9/24,836570570,816949740,华东,江苏,无锡市,制造业
主板,北部湾港股份有限公司,广西壮族自治区北海市海角路145号,582,北部湾港,1995/11/2,1634616854,1266819490,华南,广西,北海市,运输仓储
主板,江苏哈工智能机器人股份有限公司,江苏省江阴市临港街道双良路15号,584,哈工智能,1995/11/28,760937577,598365725,华东,江苏,无锡市,制造业
主板,东北电气发展股份有限公司,海南省海口市南海大道266号海口国家高新区创业孵化中心A楼5层A1-1077室,585,*ST东电,1995/12/13,615420000,609420978,华南,海南,海口市,制造业
主板,四川汇源光通信股份有限公司,四川省成都市高新西区西芯大道5号,586,汇源通信,1995/12/20,193440000,193440000,西南,四川,成都市,制造业
主板,金洲慈航集团股份有限公司,黑龙江省伊春市伊春区青山西路118号,587,*ST金洲,1996/4/25,2123749330,1213011850,东北,黑龙江,伊春市,制造业
主板,贵州轮胎股份有限公司,贵州省贵阳市云岩区百花大道41号,589,贵州轮胎,1996/3/8,797589304,775464304,西南,贵州,贵阳市,制造业
主板,启迪药业集团股份公司,湖南省衡阳市高新区杨柳路33号,590,启迪药业,1996/1/19,239471267,239376227,华中,湖南,衡阳市,制造业
主板,中节能太阳能股份有限公司,重庆市渝中区中山三路131号希尔顿商务中心19楼G,591,太阳能,1996/2/8,3007098032,2037098929,西南,重庆,重庆市,水电煤气
主板,中福海峡（平潭）发展股份有限公司,福建省平潭综合实验区北厝镇金井二路台湾创业园28、35号楼4层,592,平潭发展,1996/3/27,1931780892,1913936915,华东,福建,福州市,农林牧渔
主板,四川大通燃气开发股份有限公司,四川省成都市建设路55号,593,大通燃气,1996/3/12,358631009,358209794,西南,四川,成都市,水电煤气
主板,宝塔实业股份有限公司,宁夏回族自治区银川市西夏区北京西路630号,595,*ST宝实,1996/4/19,1148498366,1137081566,西北,宁夏,银川市,制造业
主板,安徽古井贡酒股份有限公司,安徽省亳州市古井镇,596,古井贡酒,1996/9/27,383600000,383600000,华东,安徽,亳州市,制造业
主板,东北制药集团股份有限公司,辽宁省沈阳经济技术开发区昆明湖街8号,597,东北制药,1996/5/23,1350702476,1249257095,东北,辽宁,沈阳市,制造业
主板,成都市兴蓉环境股份有限公司,四川省成都市青羊区苏坡乡万家湾村,598,兴蓉环境,1996/5/29,2986218602,2986218602,西南,四川,成都市,水电煤气
主板,青岛双星股份有限公司,山东省青岛市黄岛区两河路666号,599,青岛双星,1996/4/30,822259233,767709543,华东,山东,青岛市,制造业
主板,河北建投能源投资股份有限公司,河北省石家庄市裕华西路9号裕园广场A座,600,建投能源,1996/6/6,1791626376,1090044126,华北,河北,石家庄市,水电煤气
主板,广东韶能集团股份有限公司,广东省韶关市武江区沿江路16号,601,韶能股份,1996/8/30,1080551669,1079754322,华南,广东,韶关市,水电煤气
主板,盛达金属资源股份有限公司,北京市大兴区瀛海镇京福路瀛海段1号,603,盛达资源,1996/8/23,689969346,578804715,华北,北京,北京市,采矿业
主板,渤海水业股份有限公司,北京市顺义区中关村科技园顺义园临空二路1号,605,渤海股份,1996/9/13,352658600,335693601,华北,北京,北京市,水电煤气
主板,顺利办信息服务股份有限公司,青海省西宁市城西区五四西路57号5号楼,606,顺利办,1996/10/4,765799353,707201606,西北,青海,西宁市,信息技术
主板,浙江华媒控股股份有限公司,浙江省杭州市下城区体育场路218号,607,华媒控股,1996/8/30,1017698410,884859969,华东,浙江,杭州市,文化传播
主板,阳光新业地产股份有限公司,广西壮族自治区南宁市江南路230号南宁经济技术开发区,608,阳光股份,1996/9/19,749913309,749796859,华南,广西,南宁市,房地产
主板,北京中迪投资股份有限公司,北京市丰台区科学城海鹰路1号院6号楼5层,609,中迪投资,1996/10/10,299265522,292002672,华北,北京,北京市,综合
主板,西安旅游股份有限公司,陕西省西安市雁塔区雁翔路3001号华商传媒中心2号楼13f,610,西安旅游,1996/9/26,236747901,235394869,西北,陕西,西安市,公共环保
主板,内蒙古天首科技发展股份有限公司,内蒙古自治区包头市青山区钢铁大街7号正翔国际广场B6号楼,611,ST天首,1996/10/8,337822022,319347925,华北,内蒙古,包头市,制造业
主板,焦作万方铝业股份有限公司,河南省焦作市马村区待王镇焦新路南侧,612,焦作万方,1996/9/26,1192199394,1190682144,华中,河南,焦作市,制造业
主板,海南大东海旅游中心股份有限公司,海南省三亚市大东海,613,大东海A,1997/1/28,276100000,265876600,华南,海南,三亚市,住宿餐饮
主板,奥园美谷科技股份有限公司,湖北省襄阳市樊城区陈家湖,615,奥园美谷,1996/10/16,781180319,771682993,华中,湖北,襄阳市,房地产
主板,海航投资集团股份有限公司,辽宁省大连市中山区长江路123号长江写字楼2129,616,海航投资,1996/11/8,1430234425,1430234425,东北,辽宁,大连市,房地产
主板,中国石油集团资本股份有限公司,新疆维吾尔自治区克拉玛依市世纪大道7号,617,中油资本,1996/10/22,12642079079,12642079079,西北,新疆,克拉玛依市,金融业
主板,芜湖海螺型材科技股份有限公司,安徽省芜湖市经济开发区港湾路,619,海螺型材,1996/10/23,360000000,360000000,华东,安徽,芜湖市,制造业
主板,新华联文化旅游发展股份有限公司,北京市通州区外郎营村北2号院2号楼8层101,620,新华联,1996/10/29,1896690420,1896611195,华北,北京,北京市,房地产
主板,恒立实业发展集团股份有限公司,湖南省岳阳市岳阳楼区冷水铺办事处冷水铺居委会10幢301,622,恒立实业,1996/11/7,425226000,425226000,华中,湖南,岳阳市,制造业
主板,吉林敖东药业集团股份有限公司,吉林省敦化市敖东大街2158号,623,吉林敖东,1996/10/28,1163041484,1160085651,东北,吉林,延边朝鲜族自治州,制造业
主板,重庆长安汽车股份有限公司,重庆市江北区建新东路260号,625,长安汽车,1997/6/10,4461410032,3900643469,西南,重庆,重庆市,制造业
主板,远大产业控股股份有限公司,江苏省连云港市高新技术产业开发区高新八路4号,626,远大控股,1996/11/28,542874902,463946400,华东,江苏,连云港市,批发零售
主板,天茂实业集团股份有限公司,湖北省荆门市杨湾路132号,627,天茂集团,1996/11/12,4940629165,4462504165,华中,湖北,荆门市,金融业
主板,成都高新发展股份有限公司,四川省成都市高新技术产业开发区,628,高新发展,1996/11/18,352280000,187980340,西南,四川,成都市,建筑业
主板,攀钢集团钒钛资源股份有限公司,四川省攀枝花市弄弄坪,629,攀钢钒钛,1996/11/15,8589746202,7464393822,西南,四川,攀枝花市,制造业
主板,铜陵有色金属集团股份有限公司,安徽省铜陵市长江西路,630,铜陵有色,1996/11/20,10526533308,10526400476,华东,安徽,铜陵市,制造业
主板,顺发恒业股份公司,吉林省长春市前进大街3055号南湖新村办公室201室,631,顺发恒业,1996/11/22,2432519168,2432519168,东北,吉林,长春市,房地产
主板,福建三木集团股份有限公司,福建省福州市开发区君竹路162号,632,三木集团,1996/11/21,465519570,465481606,华东,福建,福州市,批发零售
主板,新疆合金投资股份有限公司,新疆维吾尔自治区和田市北京工业园区杭州大道2号电子产业园102室,633,合金投资,1996/11/12,385106373,385104123,西北,新疆,和田地区,制造业
主板,宁夏英力特化工股份有限公司,宁夏回族自治区石嘴山市惠农区钢电路,635,英 力 特,1996/11/20,303087602,303087602,西北,宁夏,石嘴山市,制造业
主板,广东风华高新科技股份有限公司,广东省肇庆市风华路18号风华电子工业城,636,风华高科,1996/11/29,895233111,895233111,华南,广东,肇庆市,制造业
主板,茂名石化实华股份有限公司,广东省茂名市官渡路162号,637,茂化实华,1996/11/14,519875356,366494967,华南,广东,茂名市,制造业
主板,万方城镇投资发展股份有限公司,吉林省白山市江源区江源大街30号,638,万方发展,1996/11/26,309400000,308159050,东北,吉林,白山市,信息技术
主板,西王食品股份有限公司,山东省滨州市邹平县西王工业园,639,西王食品,1996/11/26,1079428095,1079426772,华东,山东,滨州市,制造业
主板,仁和药业股份有限公司,江西省南昌市高新开发区京东北大道399号,650,仁和药业,1996/12/10,1399938234,1180393145,华东,江西,南昌市,制造业
主板,珠海格力电器股份有限公司,广东省珠海市前山金鸡西路,651,格力电器,1996/11/18,6015730878,5969908834,华南,广东,珠海市,制造业
主板,天津泰达股份有限公司,天津市开发区第三大街16号,652,泰达股份,1996/11/28,1475573852,1474356969,华北,天津,天津市,批发零售
主板,山东金岭矿业股份有限公司,山东省淄博市张店区中埠镇,655,金岭矿业,1996/11/28,595340230,595340230,华东,山东,淄博市,采矿业
主板,金科地产集团股份有限公司,重庆市江北区复盛镇正街（政府大楼）,656,金科股份,1996/11/28,5339715816,5277461006,西南,重庆,重庆市,房地产
主板,中钨高新材料股份有限公司,海南省海口市龙昆北路2号珠江广场帝都大厦18楼,657,中钨高新,1996/12/5,1054290442,773520517,华南,海南,海口市,制造业
主板,珠海中富实业股份有限公司,广东省珠海市保税区1号地三号厂房201号,659,珠海中富,1996/12/3,1285702520,1285702520,华南,广东,珠海市,制造业
主板,长春高新技术产业（集团）股份有限公司,吉林省长春市同志街2400号火炬大厦五层,661,长春高新,1996/12/18,404720290,355182558,东北,吉林,长春市,制造业
主板,天夏智慧城市科技股份有限公司,广西壮族自治区梧州市新兴二路137号,662,*ST天夏,1996/12/16,1093097734,1093097734,华南,广西,梧州市,信息技术
主板,福建省永安林业(集团)股份有限公司,福建省永安市燕江东路819号,663,*ST永林,1996/12/6,336683929,280200791,华东,福建,三明市,制造业
主板,湖北省广播电视信息网络股份有限公司,湖北省武汉经济技术开发区工业区,665,湖北广电,1996/12/10,981885798,981831093,华中,湖北,武汉市,文化传播
主板,经纬纺织机械股份有限公司,北京市北京经济技术开发区永昌中路8号,666,经纬纺机,1996/12/10,523330000,293518766,华北,北京,北京市,金融业
主板,美好置业集团股份有限公司,云南省昆明市北京路与联盟路交叉口卓越俊园10幢1单元32层3202室,667,美好置业,1996/12/5,2466988633,2447314632,西南,云南,昆明市,房地产
主板,荣丰控股集团股份有限公司,上海市浦东新区浦东大道1200号1908室,668,荣丰控股,1996/12/10,146841890,146688393,华东,上海,上海市,房地产
主板,金鸿控股集团股份有限公司,吉林省吉林市高新区恒山西路108号,669,*ST金鸿,1996/12/10,680408797,680408122,东北,吉林,吉林市,水电煤气
主板,盈方微电子股份有限公司,湖北省荆州市沙市区北京西路440号,670,*ST盈方,1996/12/17,816627360,601819536,华中,湖北,荆州市,制造业
主板,阳光城集团股份有限公司,福建省福州经济技术开发区星发路8号,671,阳 光 城,1996/12/18,4136506400,4052707453,华东,福建,福州市,房地产
主板,甘肃上峰水泥股份有限公司,甘肃省白银市白银区五一街2号,672,上峰水泥,1996/12/18,813619871,813619871,西北,甘肃,白银市,制造业
主板,当代东方投资股份有限公司,山西省大同市口泉,673,*ST当代,1997/1/24,791550442,789510358,华北,山西,大同市,文化传播
主板,智度科技股份有限公司,广东省广州市花都区新雅街凤凰南路56之三401室（部位之8）,676,智度股份,1996/12/24,1325700535,1023167215,华南,广东,广州市,信息技术
主板,恒天海龙股份有限公司,山东省潍坊市寒亭区海龙路555号,677,恒天海龙,1996/12/26,863977948,863977948,华东,山东,潍坊市,制造业
主板,襄阳汽车轴承股份有限公司,湖北省襄阳市高新区邓城大道97号,678,襄阳轴承,1997/1/6,459611797,459611797,华中,湖北,襄阳市,制造业
主板,大连友谊(集团)股份有限公司,辽宁省大连市中山区七一街1号,679,*ST友谊,1997/1/24,356400000,356400000,东北,辽宁,大连市,批发零售
主板,山推工程机械股份有限公司,山东省济宁市高新区327国道58号,680,山推股份,1997/1/22,1240787611,1056963053,华东,山东,济宁市,制造业
主板,视觉（中国）文化发展股份有限公司,江苏省常州市武进区西太湖科技产业园禾香路123号,681,视觉中国,1997/1/21,700577436,664177193,华东,江苏,常州市,文化传播
主板,东方电子股份有限公司,山东省烟台市芝罘区机场路2号,682,东方电子,1997/1/21,1340727007,978027357,华东,山东,烟台市,信息技术
主板,内蒙古远兴能源股份有限公司,内蒙古自治区鄂尔多斯市东胜区鄂托克西街博源大厦12层,683,远兴能源,1997/1/31,3769244991,3401509404,华北,内蒙古,鄂尔多斯市,制造业
主板,中山公用事业集团股份有限公司,广东省中山市兴中道十八号财兴大厦北座,685,中山公用,1997/1/23,1475111351,1253229908,华南,广东,中山市,水电煤气
主板,东北证券股份有限公司,吉林省长春市生态大街6666号,686,东北证券,1997/2/27,2340452915,2340452915,东北,吉林,长春市,金融业
主板,华讯方舟股份有限公司,河北省保定市安新县新旅游路北侧7号别墅,687,*ST华讯,1997/2/21,766199362,752864376,华北,河北,保定市,制造业
主板,国城矿业股份有限公司,重庆市涪陵江东群沱子路31号,688,国城矿业,1997/1/20,1137299314,1137294919,西南,重庆,重庆市,采矿业
主板,广东宝丽华新能源股份有限公司,广东省梅州市梅县华侨城香港花园宝丽华综合大楼,690,宝新能源,1997/1/28,2175887862,2084122831,华南,广东,梅州市,水电煤气
主板,海南亚太实业发展股份有限公司,甘肃省兰州市兰州新区亚太工业科技总部基地A1号办公楼,691,亚太实业,1997/2/28,323270000,290486300,西北,甘肃,兰州市,制造业
主板,沈阳惠天热电股份有限公司,辽宁省沈阳市沈河区热闹路47号,692,惠天热电,1997/2/27,532832976,532767930,东北,辽宁,沈阳市,水电煤气
主板,天津滨海能源发展股份有限公司,天津市开发区第十一大街27号,695,滨海能源,1997/2/18,222147539,221721339,华北,天津,天津市,制造业
主板,炼石航空科技股份有限公司,陕西省西咸新区沣西新城世纪大道55号,697,炼石航空,1997/3/25,671616059,576888733,西北,陕西,咸阳市,制造业
主板,沈阳化工股份有限公司,辽宁省沈阳市经济技术开发区沈西三东路55号,698,沈阳化工,1997/2/20,819514395,785679599,东北,辽宁,沈阳市,制造业
主板,江南模塑科技股份有限公司,江苏省江阴市周庄镇长青路8号,700,模塑科技,1997/2/28,917052655,807081981,华东,江苏,无锡市,制造业
主板,厦门信达股份有限公司,福建省厦门市湖里区仙岳路4688号国贸中心A栋1101单元,701,厦门信达,1997/2/26,418713056,406486156,华东,福建,厦门市,批发零售
主板,湖南正虹科技发展股份有限公司,湖南省岳阳市屈原管理区营田镇,702,正虹科技,1997/3/18,266634576,266634576,华中,湖南,岳阳市,制造业
主板,恒逸石化股份有限公司,广西壮族自治区北海市北海大道西16号海富大厦第七层G号,703,恒逸石化,1997/3/28,3681645407,3313352130,华南,广西,北海市,制造业
主板,浙江震元股份有限公司,浙江省绍兴市稽山街道延安东路558号,705,浙江震元,1997/4/10,334123286,281972076,华东,浙江,绍兴市,批发零售
主板,湖北双环科技股份有限公司,湖北省应城市东马坊团结大道26号,707,ST双环,1997/4/15,464145765,464113665,华中,湖北,孝感市,制造业
主板,中信泰富特钢集团股份有限公司,湖北省黄石市黄石大道316号,708,中信特钢,1997/3/26,5047143433,1259156149,华中,湖北,黄石市,制造业
主板,河钢股份有限公司,河北省石家庄市体育南大街385号,709,河钢股份,1997/4/16,10618607852,10616892526,华北,河北,石家庄市,制造业
主板,成都市贝瑞和康基因技术股份有限公司,四川省成都市经济技术开发区（龙泉驿区）成都汽车城大道333号,710,贝瑞基因,1997/4/22,354605865,297080649,西南,四川,成都市,科研服务
主板,京蓝科技股份有限公司,黑龙江省哈尔滨市南岗区经济技术开发区,711,京蓝科技,1997/4/11,1023667816,821865026,东北,黑龙江,哈尔滨市,建筑业
主板,广东锦龙发展股份有限公司,广东省东莞市凤岗镇雁田东深二路66号天安数码城S3栋19楼03单元,712,锦龙股份,1997/4/15,896000000,762969171,华南,广东,东莞市,金融业
主板,合肥丰乐种业股份有限公司,安徽省合肥市蜀山区创业大道4号,713,丰乐种业,1997/4/22,438582129,399248262,华东,安徽,合肥市,农林牧渔
主板,中兴-沈阳商业大厦(集团)股份有限公司,辽宁省沈阳市和平区太原北街86号,715,中兴商业,1997/5/8,415718940,415059494,东北,辽宁,沈阳市,批发零售
主板,南方黑芝麻集团股份有限公司,广西壮族自治区容县城南工业集中区黑五类产业园,716,黑芝麻,1997/4/18,743999550,667735667,华南,广西,南宁市,制造业
主板,广东韶钢松山股份有限公司,广东省韶关市曲江区马坝,717,韶钢松山,1997/5/8,2419524410,2419524410,华南,广东,韶关市,制造业
主板,苏宁环球股份有限公司,吉林省吉林经济技术开发区九站街718号,718,苏宁环球,1997/4/8,3034636384,2289264499,东北,吉林,吉林市,房地产
主板,中原大地传媒股份有限公司,河南省焦作市塔南路45号,719,中原传媒,1997/3/31,1023203749,667147543,华中,河南,焦作市,文化传播
主板,山东新能泰山发电股份有限公司,山东省泰安市泰山区普照寺路5号,720,新能泰山,1997/5/9,1289650962,863460000,华东,山东,泰安市,房地产
主板,西安饮食股份有限公司,陕西省西安市曲江新区雁翔路3001号华商传媒文化中心2号楼14层,721,西安饮食,1997/4/30,499055920,435952795,西北,陕西,西安市,住宿餐饮
主板,湖南发展集团股份有限公司,湖南省长沙市天心区芙蓉中路三段142号光大发展大厦2708,722,湖南发展,1997/5/22,464158282,464158282,华中,湖南,衡阳市,水电煤气
主板,山西美锦能源股份有限公司,山西省太原市清徐县贯中大厦,723,美锦能源,1997/5/15,4078093052,3773971471,华北,山西,太原市,制造业
